,Open,High,Low,Close,Adj Close,Volume,Date
945,1806439.375,1865662.125,1789128.875,1807582.625,1807582.625,2079881968742,2022-08-03
946,1807717.625,1834765.625,1780119.5,1791359.125,1791359.125,1988398142799,2022-08-04
947,1791032.75,1855290.875,1789875.25,1849423.125,1849423.125,2293483091529,2022-08-05
948,1849590.625,1852380.875,1823281.625,1823281.625,1823281.625,1268782487016,2022-08-06
949,1823458.5,1855665.625,1817983.5,1840417.0,1840417.0,1261585533955,2022-08-07
950,1840705.75,1926419.625,1840469.375,1895285.125,1895285.125,2274673378505,2022-08-08
951,1895444.125,1901435.875,1827965.125,1843385.125,1843385.125,1874532288104,2022-08-09
952,1843272.125,1909964.625,1812131.625,1894211.625,1894211.625,2597376487809,2022-08-10
953,1894267.25,1973109.875,1903029.625,1907360.875,1907360.875,2955841246302,2022-08-11
954,1907334.75,1943918.875,1886394.75,1943142.75,1943142.75,2171116042515,2022-08-12
955,1943092.5,1979551.125,1938627.5,1944834.75,1944834.75,1830431812818,2022-08-13
956,1945232.125,1988697.5,1927491.25,1936496.25,1936496.25,1830973440609,2022-08-14
957,1936415.25,2002483.375,1896529.25,1920172.25,1920172.25,2794185198056,2022-08-15
958,1919310.125,1927527.625,1882316.375,1890272.75,1890272.75,2196599920502,2022-08-16
959,1890116.375,1937527.625,1844383.5,1851899.0,1851899.0,2454672919473,2022-08-17
960,1852299.0,1876031.0,1848806.625,1851609.375,1851609.375,1894274694276,2022-08-18
961,1851655.25,1851655.25,1667798.625,1668494.375,1668494.375,3237451083701,2022-08-19
962,1668117.875,1706473.5,1666830.375,1691551.375,1691551.375,2205393594577,2022-08-20
963,1691098.375,1731844.375,1686527.375,1721076.75,1721076.75,1846411238509,2022-08-21
964,1720864.25,1720864.25,1673075.25,1709431.75,1709431.75,2529648518407,2022-08-22
965,1709602.5,1725473.25,1674085.25,1719154.5,1719154.5,2545683201468,2022-08-23
966,1719024.25,1737734.0,1692724.125,1707261.375,1707261.375,2550496310836,2022-08-24
967,1707296.375,1740077.0,1704661.625,1725552.625,1725552.625,2478674871964,2022-08-25
968,1725167.625,1740200.75,1615136.75,1619977.125,1619977.125,3384420930344,2022-08-26
969,1620174.0,1626434.375,1590452.25,1602543.375,1602543.375,2408142747873,2022-08-27
970,1602487.125,1610324.875,1568547.75,1568547.75,1568547.75,1948354312048,2022-08-28
971,1568414.875,1627938.25,1567267.875,1623193.0,1623193.0,2609988647375,2022-08-29
972,1623242.375,1634623.5,1561445.5,1577481.0,1577481.0,2747758149494,2022-08-30
973,1577701.875,1623979.25,1577701.875,1594937.625,1594937.625,2643032388478,2022-08-31
974,1594996.125,1606732.375,1566050.0,1604476.125,1604476.125,2406022263840,2022-09-01
975,1604391.0,1625321.25,1579882.625,1592083.0,1592083.0,2321900621100,2022-09-02
976,1592078.75,1597443.625,1570444.5,1581106.25,1581106.25,1882542262848,2022-09-03
977,1581136.875,1594470.0,1565538.375,1593435.5,1593435.5,2012719705760,2022-09-04
978,1593601.0,1596979.25,1569948.5,1586832.25,1586832.25,2307756453818,2022-09-05
979,1587261.0,1609726.0,1501615.875,1505042.25,1505042.25,3467776520479,2022-09-06
980,1505043.5,1547341.25,1490148.875,1536450.125,1536450.125,2806802606018,2022-09-07
981,1536419.625,1548533.625,1522293.875,1540632.25,1540632.25,2565973867551,2022-09-08
982,1540497.125,1707779.0,1539128.125,1703138.5,1703138.5,3860891789542,2022-09-09
983,1702800.625,1733359.375,1686237.875,1727007.75,1727007.75,2940439544778,2022-09-10
984,1726848.875,1734156.5,1705192.625,1734053.25,1734053.25,2747652410708,2022-09-11
985,1734124.25,1781132.5,1720620.625,1775219.5,1775219.5,3984608438604,2022-09-12
986,1775301.375,1795188.25,1597056.75,1615673.75,1615673.75,4066993383643,2022-09-13
987,1606746.125,1629189.25,1573553.25,1608236.625,1608236.625,3009114158391,2022-09-14
988,1608332.0,1616612.875,1567400.25,1573129.0,1573129.0,2905639315961,2022-09-15
989,1573352.25,1584373.0,1545799.75,1575671.25,1575671.25,2400521702522,2022-09-16
990,1576025.875,1606746.125,1576025.875,1603960.5,1603960.5,1988851551879,2022-09-17
991,1603933.25,1603933.25,1544983.375,1547535.625,1547535.625,2490685567516,2022-09-18
992,1547461.125,1565354.0,1465145.0,1557818.625,1557818.625,3202418681754,2022-09-19
993,1557935.25,1562469.375,1500822.625,1506779.375,1506779.375,2934575294566,2022-09-20
994,1506818.75,1573319.25,1464156.25,1484736.0,1484736.0,3711463435078,2022-09-21
995,1483715.375,1577222.875,1474187.375,1573709.875,1573709.875,3334565842781,2022-09-22
996,1573616.5,1578438.75,1510150.75,1567903.125,1567903.125,3160246052810,2022-09-23
997,1567850.625,1568923.625,1532446.75,1538543.125,1538543.125,2124535604051,2022-09-24
998,1538486.25,1554607.125,1519094.875,1527765.25,1527765.25,1898115004225,2022-09-25
999,1527911.75,1571886.375,1527707.625,1568877.625,1568877.625,3603248323734,2022-09-26
1000,1568809.75,1658158.875,1546538.375,1561806.625,1561806.625,4786742175714,2022-09-27
1001,1561322.25,1602271.25,1518309.5,1581897.5,1581897.5,4321540077933,2022-09-28
1002,1581983.75,1600532.25,1547138.75,1594828.875,1594828.875,3343798720956,2022-09-29
1003,1594860.0,1635349.25,1568620.875,1586380.25,1586380.25,3590068893240,2022-09-30
1004,1586324.375,1589593.875,1569994.75,1576608.5,1576608.5,1528233104109,2022-10-01
1005,1576588.375,1581361.0,1546514.375,1552505.125,1552505.125,1692872865528,2022-10-02
1006,1552501.875,1601668.375,1550965.875,1599230.5,1599230.5,2484363577399,2022-10-03
1007,1599230.875,1659544.875,1593535.875,1656929.125,1656929.125,2923889294823,2022-10-04
1008,1656852.25,1657491.75,1617411.25,1646111.375,1646111.375,2712704227149,2022-10-05
1009,1646137.75,1663101.375,1638892.625,1643451.375,1643451.375,2858694722966,2022-10-06
1010,1643625.625,1644972.375,1602097.25,1618960.0,1618960.0,2420740647805,2022-10-07
1011,1618916.875,1623502.5,1598466.25,1608169.5,1608169.5,1361422998814,2022-10-08
1012,1608245.0,1618603.0,1602594.625,1610797.0,1610797.0,1394673323217,2022-10-09
1013,1610796.125,1614729.125,1574482.0,1577663.25,1577663.25,2260402217450,2022-10-10
1014,1577458.625,1581713.125,1558587.0,1567439.25,1567439.25,2362216965391,2022-10-11
1015,1567540.25,1578507.625,1566386.75,1574746.75,1574746.75,2050910377987,2022-10-12
1016,1574707.375,1599363.0,1514284.5,1593126.25,1593126.25,3634532168564,2022-10-13
1017,1593095.875,1635326.5,1575714.625,1581505.375,1581505.375,3169691211371,2022-10-14
1018,1581487.25,1583721.5,1567788.125,1571776.625,1571776.625,1334752692089,2022-10-15
1019,1571882.0,1598317.0,1571882.0,1587942.375,1587942.375,1482521523329,2022-10-16
1020,1587981.0,1613673.125,1579581.0,1606971.375,1606971.375,2258102125563,2022-10-17
1021,1606947.5,1617089.0,1575633.5,1590964.25,1590964.25,2516326742183,2022-10-18
1022,1591014.5,1592116.375,1587544.625,1588527.75,1588527.75,1861244345181,2022-10-19
1023,1588407.5,1595890.375,1574820.75,1578144.25,1578144.25,2028736774056,2022-10-20
1024,1578099.75,1588730.125,1559053.5,1582514.75,1582514.75,2679222079723,2022-10-21
1025,1582507.5,1588764.25,1579194.5,1585463.25,1585463.25,1329276661071,2022-10-22
1026,1585425.625,1621620.625,1578530.375,1615091.125,1615091.125,1826545028310,2022-10-23
1027,1615154.125,1616918.75,1590763.875,1601073.5,1601073.5,2499590040111,2022-10-24
1028,1601023.25,1678817.75,1593077.625,1656814.125,1656814.125,3937725572130,2022-10-25
1029,1656515.75,1718235.5,1655186.75,1704211.375,1704211.375,4832403436007,2022-10-26
1030,1704405.25,1715532.375,1669906.625,1672418.125,1672418.125,4091225608086,2022-10-27
1031,1672592.875,1706400.75,1656229.0,1694744.125,1694744.125,3620223984411,2022-10-28
1032,1694723.75,1727086.75,1692368.75,1713104.5,1713104.5,3321941336062,2022-10-29
1033,1713063.875,1721212.375,1690747.25,1697999.875,1697999.875,2590852747564,2022-10-30
1034,1697842.875,1721966.75,1679467.875,1695599.0,1695599.0,3778115724866,2022-10-31
1035,1695526.5,1707293.375,1681439.0,1693819.625,1693819.625,3292448927791,2022-11-01
1036,1693628.25,1709704.5,1665311.875,1671326.75,1671326.75,4605561277161,2022-11-02
1037,1671590.875,1687257.5,1665405.5,1671001.125,1671001.125,3574237360897,2022-11-03
1038,1670900.5,1740263.75,1669184.75,1732993.125,1732993.125,5250692522825,2022-11-04
1039,1732796.625,1757549.75,1728929.0,1744115.5,1744115.5,3101481709275,2022-11-05
1040,1744309.375,1749252.5,1715220.875,1715737.0,1715737.0,2876387180343,2022-11-06
1041,1715584.125,1728551.5,1675420.0,1685851.375,1685851.375,4378592747368,2022-11-07
1042,1685676.0,1692388.75,1432456.0,1509360.5,1509360.5,9686635090319,2022-11-08
1043,1509563.25,1513634.375,1275693.875,1291807.0,1291807.0,8370722517856,2022-11-09
1044,1292000.5,1454987.125,1288003.25,1415437.875,1415437.875,6696377720943,2022-11-10
1045,1415154.625,1421802.125,1332206.125,1372080.75,1372080.75,4500355233903,2022-11-11
1046,1372288.75,1374689.125,1341269.625,1353126.5,1353126.5,2393675992791,2022-11-12
1047,1353169.75,1362919.5,1314265.375,1316901.0,1316901.0,2191096518005,2022-11-13
1048,1316793.375,1389312.125,1289096.375,1345947.0,1345947.0,4019670016020,2022-11-14
1049,1345889.125,1379802.875,1339834.875,1368862.625,1368862.625,2967174850423,2022-11-15
1050,1368840.5,1380476.375,1337798.0,1358485.125,1358485.125,2764778170413,2022-11-16
1051,1358565.5,1362442.875,1341823.5,1360454.125,1360454.125,2272020182868,2022-11-17
1052,1360486.125,1381616.5,1352064.125,1361204.5,1361204.5,2189810747193,2022-11-18
1053,1361077.5,1369364.625,1350822.375,1362327.0,1362327.0,1312980949651,2022-11-19
1054,1362439.0,1365199.25,1324595.875,1328112.625,1328112.625,1737469824693,2022-11-20
1055,1328063.0,1328063.0,1275216.5,1290262.375,1290262.375,3059035270653,2022-11-21
1056,1289855.25,1327695.0,1280044.875,1322951.0,1322951.0,2510850278767,2022-11-22
1057,1323426.5,1359941.25,1321753.375,1355989.25,1355989.25,2690546758613,2022-11-23
1058,1356065.25,1368905.375,1347741.5,1355848.375,1355848.375,2133583533955,2022-11-24
1059,1355669.125,1355754.625,1335569.5,1349337.0,1349337.0,1525451110925,2022-11-25
1060,1349315.375,1361181.875,1340711.75,1344636.25,1344636.25,1470058915773,2022-11-26
1061,1344603.75,1355248.75,1342395.625,1343016.5,1343016.5,1669633033541,2022-11-27
1062,1342656.75,1346144.875,1311117.125,1324153.25,1324153.25,2265233262656,2022-11-28
1063,1324179.25,1349349.75,1317790.625,1342422.125,1342422.125,1924998924567,2022-11-29
1064,1342462.375,1397715.125,1342462.375,1395897.875,1395897.875,2400427532080,2022-11-30
1065,1395852.0,1395602.5,1370534.875,1377094.0,1377094.0,1858246065556,2022-12-01
1066,1377219.875,1391384.375,1375919.5,1391384.375,1391384.375,1590952101036,2022-12-02
1067,1391501.5,1393613.75,1375226.625,1376863.125,1376863.125,1320637883655,2022-12-03
1068,1376857.625,1397074.5,1376472.5,1394853.125,1394853.125,1369939822072,2022-12-04
1069,1394723.5,1415677.375,1385876.0,1390254.375,1390254.375,1818945354763,2022-12-05
1070,1390288.25,1407898.75,1397475.125,1407704.375,1407704.375,1638381715407,2022-12-06
1071,1407704.625,1409344.875,1381167.125,1385821.75,1385821.75,1618375813416,2022-12-07
1072,1385757.75,1421216.625,1383173.375,1417959.25,1417959.25,1686447419861,2022-12-08
1073,1417850.125,1422888.625,1409811.625,1412458.75,1412458.75,1675877502490,2022-12-09
1074,1412546.875,1419357.625,1411448.875,1412111.625,1412111.625,1047561718307,2022-12-10
1075,1412193.125,1421750.0,1408843.25,1409863.125,1409863.125,1164087257174,2022-12-11
1076,1409723.625,1422531.375,1394140.625,1422027.125,1422027.125,1621296206586,2022-12-12
1077,1422027.375,1477996.0,1415104.125,1465217.125,1465217.125,2194757338254,2022-12-13
1078,1465278.75,1510676.0,1465561.5,1469715.5,1469715.5,2106486327402,2022-12-14
1079,1469550.0,1472362.75,1435315.875,1438818.75,1438818.75,1737073183056,2022-12-15
1080,1438792.375,1449184.375,1371261.25,1376452.25,1376452.25,1986988701473,2022-12-16
1081,1376410.75,1389129.125,1373686.875,1388674.375,1388674.375,1195897398308,2022-12-17
1082,1388717.25,1390920.375,1380631.75,1386171.625,1386171.625,903631158491,2022-12-18
1083,1386259.625,1390546.375,1354350.0,1357627.375,1357627.375,1422156827629,2022-12-19
1084,1357801.375,1404831.375,1356651.875,1397088.875,1397088.875,1877689306268,2022-12-20
1085,1396942.0,1397956.125,1388138.5,1393817.875,1393817.875,1233481340162,2022-12-21
1086,1393888.0,1395520.0,1377057.625,1394817.0,1394817.0,1362597734113,2022-12-22
1087,1394759.125,1400530.25,1391846.625,1387501.375,1387501.375,1266263988861,2022-12-23
1088,1387503.375,1393097.875,1387218.5,1391697.875,1391697.875,804949340386,2022-12-24
1089,1391677.25,1392755.125,1384056.75,1392458.125,1392458.125,963723627772,2022-12-25
1090,1392479.75,1402731.75,1390870.5,1402705.375,1402705.375,985466364712,2022-12-26
1091,1402662.75,1406026.25,1378261.75,1383756.75,1383756.75,1303581799925,2022-12-27
1092,1383692.625,1388475.25,1366746.75,1371422.0,1371422.0,1408965912561,2022-12-28
1093,1371401.25,1379199.5,1367794.625,1378579.375,1378579.375,1198817299816,2022-12-29
1094,1378495.5,1378655.75,1356638.0,1373863.75,1373863.75,1318138039617,2022-12-30
1095,1373953.875,1376374.625,1367148.5,1369629.625,1369629.625,930262967308,2022-12-31
1096,1369664.25,1376154.125,1367455.875,1375710.75,1375710.75,764962758650,2023-01-01
1097,1375746.25,1385510.125,1371263.25,1380239.125,1380239.125,1000560388369,2023-01-02
1098,1380270.25,1387480.125,1376880.625,1380747.875,1380747.875,1150887970938,2023-01-03
1099,1380776.625,1402776.125,1380015.875,1394025.75,1394025.75,1522862039127,2023-01-04
1100,1394045.125,1395749.0,1387225.75,1391479.625,1391479.625,1131644179774,2023-01-05
1101,1391457.875,1397210.625,1383632.5,1394699.5,1394699.5,1185863937016,2023-01-06
1102,1394711.75,1396596.5,1391592.375,1394956.125,1394956.125,634722054332,2023-01-07
1103,1394879.5,1406154.0,1392403.375,1406154.0,1406154.0,803718935959,2023-01-08
1104,1406388.375,1428741.625,1406388.375,1413218.75,1413218.75,1530587338420,2023-01-09
1105,1412922.625,1427427.25,1411509.875,1424274.375,1424274.375,1290555657991,2023-01-10
1106,1424279.875,1464062.375,1415104.5,1464062.375,1464062.375,1499767225050,2023-01-11
1107,1478976.375,1543344.625,1465394.375,1530618.75,1530618.75,2836722556117,2023-01-12
1108,1530563.375,1622795.0,1525654.375,1618351.75,1618351.75,2375559490374,2023-01-13
1109,1618430.0,1713103.625,1618209.875,1705051.125,1705051.125,3167482735662,2023-01-14
1110,1705147.5,1706469.5,1675031.75,1697291.125,1697291.125,1568666792210,2023-01-15
1111,1697407.0,1743828.125,1691450.875,1728560.875,1728560.875,2187683497767,2023-01-16
1112,1729067.125,1749340.75,1713337.875,1725208.625,1725208.625,2038142243585,2023-01-17
1113,1725170.375,1750351.125,1672095.0,1684816.625,1684816.625,2443545492916,2023-01-18
1114,1684650.875,1719039.75,1684539.75,1713092.125,1713092.125,1718458429206,2023-01-19
1115,1712976.625,1837542.0,1698141.5,1836262.125,1836262.125,2332047519924,2023-01-20
1116,1836333.0,1885317.25,1822923.875,1844446.75,1844446.75,2627054048674,2023-01-21
1117,1844476.0,1867047.5,1812888.25,1839764.125,1839764.125,2003815115913,2023-01-22
1118,1839818.625,1883296.375,1844581.125,1868886.5,1868886.5,2160962311356,2023-01-23
1119,1868495.125,1887761.0,1840107.625,1847184.625,1847184.625,2154710459614,2023-01-24
1120,1847412.875,1933419.875,1828404.0,1884173.75,1884173.75,2500947847243,2023-01-25
1121,1883447.875,1895368.0,1867259.0,1875915.125,1875915.125,2146726242763,2023-01-26
1122,1875747.25,1908743.25,1846088.625,1881252.0,1881252.0,2069111055393,2023-01-27
1123,1881352.75,1888357.5,1867427.25,1877392.0,1877392.0,1199332448929,2023-01-28
1124,1877421.25,1949843.0,1873640.625,1937945.5,1937945.5,2235397687370,2023-01-29
1125,1937952.25,1939150.25,1848407.875,1863300.875,1863300.875,2219435207024,2023-01-30
1126,1863354.375,1899193.625,1857217.375,1892068.125,1892068.125,1867418487396,2023-01-31
1127,1891949.625,1941824.25,1875011.875,1938482.375,1938482.375,2180303643133,2023-02-01
1128,1938241.625,1977495.375,1925507.625,1925776.375,1925776.375,2630968424860,2023-02-02
1129,1925574.75,1948285.125,1919749.0,1934372.0,1934372.0,2234125447844,2023-02-03
1130,1934124.5,1943228.0,1921378.5,1924659.25,1924659.25,1290095901946,2023-02-04
1131,1924692.25,1932214.375,1884231.625,1890522.125,1890522.125,1611221909551,2023-02-05
1132,1890386.75,1914156.125,1877888.875,1883523.125,1883523.125,1971649137634,2023-02-06
1133,1883287.875,1930208.0,1883204.375,1924942.125,1924942.125,2249596017654,2023-02-07
1134,1924869.625,1933780.125,1879635.5,1896165.125,1896165.125,2097191042859,2023-02-08
1135,1896757.5,1900828.25,1796975.625,1800763.5,1800763.5,2688271384459,2023-02-09
1136,1800760.75,1811914.25,1776110.25,1786113.25,1786113.25,2233831716806,2023-02-10
1137,1786167.5,1805802.75,1783412.875,1804108.75,1804108.75,1349210381274,2023-02-11
1138,1804111.125,1819791.625,1789100.0,1797794.75,1797794.75,1470455438225,2023-02-12
1139,1797695.25,1809542.5,1773390.875,1801311.0,1801311.0,1975646209814,2023-02-13
1140,1800792.375,1846251.0,1795219.375,1841390.375,1841390.375,2220244981722,2023-02-14
1141,1841372.25,2011257.25,1831208.125,2011257.25,2011257.25,2687704586994,2023-02-15
1142,2011216.5,2080025.25,1951634.75,1953367.25,1953367.25,3250998669648,2023-02-16
1143,1953186.0,2062451.875,1939912.375,2034404.0,2034404.0,3425106385785,2023-02-17
1144,2034378.75,2053694.5,2026327.625,2040646.375,2040646.375,1625263068455,2023-02-18
1145,2040542.875,2078060.0,2013489.75,2013489.75,2013489.75,2115081456095,2023-02-19
1146,2014233.125,2069020.625,1980405.375,2053314.875,2053314.875,2397191052880,2023-02-20
1147,2053637.5,2079636.75,2005302.75,2024841.5,2024841.5,2589606715798,2023-02-21
1148,2024929.75,2027815.875,1958332.375,2003695.875,2003695.875,2501632980944,2023-02-22
1149,2003851.25,2033561.375,1958898.625,1978490.125,1978490.125,2517883077927,2023-02-23
1150,1978367.375,1991410.625,1907574.125,1923901.875,1923901.875,2223591847951,2023-02-24
1151,1924067.625,1924905.375,1895967.375,1921993.0,1921993.0,1335273896231,2023-02-25
1152,1921891.375,1961717.0,1914433.375,1953991.5,1953991.5,1380373718003,2023-02-26
1153,1954011.125,1972367.625,1918437.0,1944215.875,1944215.875,1872960732795,2023-02-27
1154,1944130.5,1948099.875,1907174.0,1912796.625,1912796.625,1696953084817,2023-02-28
1155,1913092.125,1970337.375,1913342.75,1948952.25,1948952.25,2032715095757,2023-03-01
1156,1948990.875,1956585.75,1917482.875,1933323.375,1933323.375,1678922950671,2023-03-02
1157,1933419.5,1933640.625,1814559.5,1827316.125,1827316.125,2129630934765,2023-03-03
1158,1827336.125,1830788.75,1813939.75,1826553.75,1826553.75,912405621659,2023-03-04
1159,1826618.5,1847826.375,1822778.0,1833267.625,1833267.625,1088168833324,2023-03-05
1160,1833374.0,1847427.375,1826255.25,1835980.125,1835980.125,1420439634938,2023-03-06
1161,1835862.625,1841831.75,1806306.5,1823684.25,1823684.25,1868471097588,2023-03-07
1162,1823411.25,1827718.625,1779295.0,1780117.125,1780117.125,1847204904519,2023-03-08
1163,1780281.0,1784327.75,1658327.25,1670145.375,1670145.375,2490465605070,2023-03-09
1164,1780281.0,1785434.375,1658327.25,1670145.375,1670145.375,2490465605070,2023-03-10
1165,1670471.875,1670772.75,1611163.75,1655728.375,1655728.375,3246151149383,2023-03-11
1166,1655780.375,1705372.75,1646002.375,1691145.75,1691145.75,2473742410458,2023-03-12
1167,1690786.75,1818845.0,1676096.625,1817116.75,1817116.75,2400448695601,2023-03-13
1168,1816498.25,2015526.75,1801145.5,1994330.5,1994330.5,4076956027163,2023-03-14
1169,1994679.375,2182824.5,1984741.125,2036726.75,2036726.75,4495684947780,2023-03-15
1170,2038772.125,2089234.25,1985899.125,2016281.0,2016281.0,3611023080305,2023-03-16
1171,2016073.75,2081505.5,2004265.875,2069935.375,2069935.375,2798113926387,2023-03-17
1172,2070128.25,2293390.75,2061874.75,2263369.75,2263369.75,4186903258285,2023-03-18
1173,2265366.0,2288296.5,2198361.25,2225565.5,2225565.5,2948316894565,2023-03-19
1174,2225864.5,2347275.0,2220765.25,2314190.0,2314190.0,3117325633999,2023-03-20
1175,2314431.5,2357517.0,2247314.0,2291612.0,2291612.0,3695171623826,2023-03-21
1176,2291707.5,2351825.0,2268603.0,2329504.75,2329504.75,2984837423142,2023-03-22
1177,2328091.25,2378646.5,2207725.0,2253569.5,2253569.5,2754879764562,2023-03-23
1178,2253117.25,2358022.0,2241499.5,2330910.0,2330910.0,1992507419776,2023-03-24
1179,2330098.75,2334513.25,2226667.25,2264002.0,2264002.0,2139412513647,2023-03-25
1180,2263512.25,2288586.0,2239540.5,2264119.0,2264119.0,1102056416394,2023-03-26
1181,2264186.25,2320398.25,2260029.5,2305026.5,2305026.5,1142731268537,2023-03-27
1182,2305005.0,2308624.75,2189133.0,2231312.5,2231312.5,1495404473316,2023-03-28
1183,2230737.0,2256937.25,2192028.5,2240473.75,2240473.75,1461181451865,2023-03-29
1184,2240383.25,2356175.5,2239783.25,2331816.75,2331816.75,1701451560846,2023-03-30
1185,2331956.5,2397950.25,2276433.25,2301574.0,2301574.0,1841956926096,2023-03-31
1186,2301467.0,2351994.25,2268802.0,2340380.5,2340380.5,1561541452856,2023-04-01
